"𒙚";"5(N14@f)";"x1265A";"5(N14@f)";"@@@";"5(N14@f)";"5(N14)"
"𒙛";"6(N14@f)";"x1265B";"6(N14@f)";"@@@";"6(N14@f)";"6(N14)"
"𒙜";"7(N14@f)";"x1265C";"7(N14@f)";"@@@";"7(N14@f)";"7(N14)"
"𒙝";"8(N14@f)";"x1265D";"8(N14@f)";"@@@";"8(N14@f)";"8(N14)"
"𒙞";"9(N14@f)";"x1265E";"9(N14@f)";"@@@";"9(N14@f)";"9(N14)"
"𒙟";"1(N34@f)";"x1265F";"1(N34@f)";"@@@";"1(N34@f)";"1(N34)"
"𒙠";"2(N34@f)";"x12660";"2(N34@f)";"@@@";"2(N34@f)";"2(N34)"
"𒙡";"3(N34@f)";"x12661";"3(N34@f)";"@@@";"3(N34@f)";"3(N34)"
"𒙢";"4(N34@f)";"x12662";"4(N34@f)";"@@@";"4(N34@f)";"4(N34)"
"𒙣";"5(N34@f)";"x12663";"5(N34@f)";"@@@";"5(N34@f)";"5(N34)"
"𒙤";"6(N34@f)";"x12664";"6(N34@f)";"@@@";"6(N34@f)";"6(N34)"
"𒙥";"7(N34@f)";"x12665";"7(N34@f)";"@@@";"7(N34@f)";"7(N34)"
"𒙦";"8(N34@f)";"x12666";"8(N34@f)";"@@@";"8(N34@f)";"8(N34)"
"𒙧";"9(N34@f)";"x12667";"9(N34@f)";"@@@";"9(N34@f)";"9(N34)"
"𒙨";"1(N45@f)";"x12668";"1(N45@f)";"@@@";"1(N45@f)";"1(N45)"
"𒙩";"2(N45@f)";"x12669";"2(N45@f)";"@@@";"2(N45@f)";"2(N45)"
"𒙪";"1(N22@f)";"x1266A";"1(N22@f)";"@@@";"1(N22@f)";"1(N22)"
"𒙫";"2(N22@f)";"x1266B";"2(N22@f)";"@@@";"2(N22@f)";"2(N22)"
"𒙬";"1(N51@f)";"x1266C";"1(N51@f)";"@@@";"1(N51@f)";"1(N51)"
"𒙭";"2(N51@f)";"x1266D";"2(N51@f)";"@@@";"2(N51@f)";"2(N51)"
"𒙮";"3(N51@f)";"x1266E";"3(N51@f)";"@@@";"3(N51@f)";"3(N51)"
"𒙯";"4(N51@f)";"x1266F";"4(N51@f)";"@@@";"4(N51@f)";"4(N51)"
"𒙰";"5(N51@f)";"x12670";"5(N51@f)";"@@@";"5(N51@f)";"5(N51)"
"𒙱";"6(N51@f)";"x12671";"6(N51@f)";"@@@";"6(N51@f)";"6(N51)"
"𒙲";"7(N51@f)";"x12672";"7(N51@f)";"@@@";"7(N51@f)";"7(N51)"
"𒙳";"8(N51@f)";"x12673";"8(N51@f)";"@@@";"8(N51@f)";"8(N51)"
"𒙴";"9(N51@f)";"x12674";"9(N51@f)";"@@@";"9(N51@f)";"9(N51)"
"𒙵";"1(N34@f@t)";"x12675";"1(N34@f@t)";"@@@";"1(N34@f@t)";"1(N34)"
"𒙶";"1(N04@f)";"x12676";"1(N04@f)";"@@@";"1(N04@f)";"1(N04)"
"𒙷";"2(N04@f)";"x12677";"2(N04@f)";"@@@";"2(N04@f)";"2(N04)"
"𒙸";"3(N04@f)";"x12678";"3(N04@f)";"@@@";"3(N04@f)";"3(N04)"
"𒙹";"4(N04@f)";"x12679";"4(N04@f)";"@@@";"4(N04@f)";"4(N04)"
"𒙺";"5(N04@f)";"x1267A";"5(N04@f)";"@@@";"5(N04@f)";"5(N04)"
"𒙻";"1(N19@f)";"x1267B";"1(N19@f)";"@@@";"1(N19@f)";"1(N19)"
"𒙼";"2(N19@f)";"x1267C";"2(N19@f)";"@@@";"2(N19@f)";"2(N19)"
"𒙽";"3(N19@f)";"x1267D";"3(N19@f)";"@@@";"3(N19@f)";"3(N19)"
"𒙾";"4(N19@f)";"x1267E";"4(N19@f)";"@@@";"4(N19@f)";"4(N19)"
"𒙿";"5(N19@f)";"x1267F";"5(N19@f)";"@@@";"5(N19@f)";"5(N19)"
"𒚀";"6(N19@f)";"x12680";"6(N19@f)";"@@@";"6(N19@f)";"6(N19)"
"𒚁";"7(N19@f)";"x12681";"7(N19@f)";"@@@";"7(N19@f)";"7(N19)"
"𒚂";"8(N19@f)";"x12682";"8(N19@f)";"@@@";"8(N19@f)";"8(N19)"
"𒚃";"9(N19@f)";"x12683";"9(N19@f)";"@@@";"9(N19@f)";"9(N19)"
"𒚄";"1(N46@f)";"x12684";"1(N46@f)";"@@@";"1(N46@f)";"1(N46)"
"𒚅";"2(N46@f)";"x12685";"2(N46@f)";"@@@";"2(N46@f)";"2(N46)"
"𒚆";"1(N36@f)";"x12686";"1(N36@f)";"@@@";"1(N36@f)";"1(N36)"
"𒚐";"A";"x12690";"A";"@@@";"A";"A"
"𒚑";"|A×EN~a|";"x12691";"|A×EN~a|";"@@@";"|A×EN~a|";"|A×EN|"
"𒚒";"|A×ŠUBUR|";"x12692";"|A×ŠUBUR|";"@@@";"|A×ŠUBUR|";"|A×ŠUBUR|"
"𒚓";"|A×ZATU672|";"x12693";"|A×ZATU672|";"@@@";"|A×ZATU672|";"|A×ZATU672|"
"𒚔";"|A×1(N14)|";"x12694";"|A×1(N14)|";"@@@";"|A×1(N14)|";"|A×1(N14)|"
"𒚕";"A₂";"x12695";"A2";"@@@";"A₂";"A₂"
"𒚖";"AB~a";"x12696";"AB~a";"@@@";"AB~a";"AB"
"𒚗";"|AB~a×A@t|";"x12697";"|AB~a×A@t|";"@@@";"|AB~a×A@t|";"|AB×A|"
"𒚘";"|AB~a×AŠ₂|";"x12698";"|AB~a×AŠ2|";"@@@";"|AB~a×AŠ₂|";"|AB×AŠ₂|"
"𒚙";"|AB~a×(ŠE~a&ŠE~a)|";"x12699";"|AB~a×(ŠE~a&ŠE~a)|";"@@@";"|AB~a×(ŠE~a&ŠE~a)|";"|AB×(ŠE&ŠE)|"
"𒚚";"|AB~a×ZATU659|";"x1269A";"|AB~a×ZATU659|";"@@@";"|AB~a×ZATU659|";"|AB×ZATU659|"
"𒚛";"|AB~a×1(N04)|";"x1269B";"|AB~a×1(N04)|";"@@@";"|AB~a×1(N04)|";"|AB×1(N04)|"
"𒚜";"AB~a@g";"x1269C";"AB~a@g";"@@@";"AB~a@g";"AB"
"𒚝";"AB~b";"x1269D";"AB~b";"@@@";"AB~b";"AB"
"𒚞";"AB₂";"x1269E";"AB2";"@@@";"AB₂";"AB₂"
"𒚟";"|AB₂×2(N14)|";"x1269F";"|AB2×2(N14)|";"@@@";"|AB₂×2(N14)|";"|AB₂×2(N14)|"
"𒚠";"ABZU";"x126A0";"ABZU";"@@@";"ABZU";"ABZU"
"𒚡";"AD~a";"x126A1";"AD~a";"@@@";"AD~a";"AD"
"𒚢";"AD~b";"x126A2";"AD~b";"@@@";"AD~b";"AD"
"𒚣";"AD~c";"x126A3";"AD~c";"@@@";"AD~c";"AD"
"𒚤";"ADAB";"x126A4";"ADAB";"@@@";"ADAB";"ADAB"
"𒚥";"ADDA";"x126A5";"ADDA";"@@@";"ADDA";"ADDA"
"𒚦";"AGAR₂";"x126A6";"AGAR2";"@@@";"AGAR₂";"AGAR₂"
"𒚧";"AK~a";"x126A7";"AK~a";"@@@";"AK~a";"AK"
"𒚨";"AK~b";"x126A8";"AK~b";"@@@";"AK~b";"AK"
"𒚩";"AL";"x126A9";"AL";"@@@";"AL";"AL"
"𒚪";"ALAN~a";"x126AA";"ALAN~a";"@@@";"ALAN~a";"ALAN"
"𒚫";"ALAN~b";"x126AB";"ALAN~b";"@@@";"ALAN~b";"ALAN"
"𒚬";"ALAN~c";"x126AC";"ALAN~c";"@@@";"ALAN~c";"ALAN"
"𒚭";"ALAN~e";"x126AD";"ALAN~e";"@@@";"ALAN~e";"ALAN"
"𒚮";"ALIM";"x126AE";"ALIM";"@@@";"ALIM";"ALIM"
"𒚯";"AM~a";"x126AF";"AM~a";"@@@";"AM~a";"AM"
"𒚰";"AM~b";"x126B0";"AM~b";"@@@";"AM~b";"AM"
"𒚱";"AMA~a";"x126B1";"AMA~a";"@@@";"AMA~a";"AMA"
"𒚲";"|AMA~a×E₂~a|";"x126B2";"|AMA~a×E2~a|";"@@@";"|AMA~a×E₂~a|";"|AMA×E₂|"
"𒚳";"AMA~b";"x126B3";"AMA~b";"@@@";"AMA~b";"AMA"
"𒚴";"AMAR";"x126B4";"AMAR";"@@@";"AMAR";"AMAR"
"𒚵";"|AMAR×TAR~c|";"x126B5";"|AMAR×TAR~c|";"@@@";"|AMAR×TAR~c|";"|AMAR×TAR|"
"𒚶";"|AMAR&AMAR|";"x126B6";"|AMAR&AMAR|";"@@@";"|AMAR&AMAR|";"|AMAR&AMAR|"
"𒚷";"AN";"x126B7";"AN";"@@@";"AN";"AN"
"𒚸";"ANŠE~a";"x126B8";"ANŠE~a";"@@@";"ANŠE~a";"ANŠE"
"𒚹";"ANŠE~b";"x126B9";"ANŠE~b";"@@@";"ANŠE~b";"ANŠE"
"𒚺";"ANŠE~c";"x126BA";"ANŠE~c";"@@@";"ANŠE~c";"ANŠE"
"𒚻";"ANŠE~e";"x126BB";"ANŠE~e";"@@@";"ANŠE~e";"ANŠE"
"𒚼";"ANŠE~f";"x126BC";"ANŠE~f";"@@@";"ANŠE~f";"ANŠE"
"𒚽";"APIN~a";"x126BD";"APIN~a";"@@@";"APIN~a";"APIN"
"𒚾";"APIN~b";"x126BE";"APIN~b";"@@@";"APIN~b";"APIN"
"𒚿";"APIN~c";"x126BF";"APIN~c";"@@@";"APIN~c";"APIN"
"𒛀";"ARARMA₂~a";"x126C0";"ARARMA2~a";"@@@";"ARARMA₂~a";"ARARMA₂"
"𒛁";"ASAR";"x126C1";"ASAR";"@@@";"ASAR";"ASAR"
"𒛂";"AZ";"x126C2";"AZ";"@@@";"AZ";"AZ"
"𒛃";"AZU";"x126C3";"AZU";"@@@";"AZU";"AZU"
"𒛄";"BA";"x126C4";"BA";"@@@";"BA";"BA"
"𒛅";"BAD";"x126C5";"BAD";"@@@";"BAD";"BAD"
"𒛆";"|BAD&BAD|";"x126C6";"|BAD&BAD|";"@@@";"|BAD&BAD|";"|BAD&BAD|"
"𒛇";"BAD₃~a";"x126C7";"BAD3~a";"@@@";"BAD₃~a";"BAD₃"
"𒛈";"BAD₃~b1";"x126C8";"BAD3~b1";"@@@";"BAD₃~b1";"BAD₃"
"𒛉";"BAD₃~b2";"x126C9";"BAD3~b2";"@@@";"BAD₃~b2";"BAD₃"
"𒛊";"BAHAR₂~a";"x126CA";"BAHAR2~a";"@@@";"BAHAR₂~a";"BAHAR₂"
"𒛋";"BAHAR₂~b";"x126CB";"BAHAR2~b";"@@@";"BAHAR₂~b";"BAHAR₂"
"𒛌";"BAHAR₂~c";"x126CC";"BAHAR2~c";"@@@";"BAHAR₂~c";"BAHAR₂"
"𒛍";"BALA~a";"x126CD";"BALA~a";"@@@";"BALA~a";"BALA"
"𒛎";"BALA~b";"x126CE";"BALA~b";"@@@";"BALA~b";"BALA"
"𒛏";"BALAG";"x126CF";"BALAG";"@@@";"BALAG";"BALAG"
"𒛐";"BAN~a";"x126D0";"BAN~a";"@@@";"BAN~a";"BAN"
"𒛑";"BAN~b";"x126D1";"BAN~b";"@@@";"BAN~b";"BAN"
"𒛒";"BANŠUR~a";"x126D2";"BANŠUR~a";"@@@";"BANŠUR~a";"BANŠUR"
"𒛓";"BANŠUR~a@t";"x126D3";"BANŠUR~a@t";"@@@";"BANŠUR~a@t";"BANŠUR"
"𒛔";"BANŠUR~b1";"x126D4";"BANŠUR~b1";"@@@";"BANŠUR~b1";"BANŠUR"
"𒛕";"BANŠUR~b2";"x126D5";"BANŠUR~b2";"@@@";"BANŠUR~b2";"BANŠUR"
"𒛖";"BANŠUR~c";"x126D6";"BANŠUR~c";"@@@";"BANŠUR~c";"BANŠUR"
"𒛗";"BAPPIR~a";"x126D7";"BAPPIR~a";"@@@";"BAPPIR~a";"BAPPIR"
"𒛘";"BAPPIR~b";"x126D8";"BAPPIR~b";"@@@";"BAPPIR~b";"BAPPIR"
"𒛙";"BAPPIR~c";"x126D9";"BAPPIR~c";"@@@";"BAPPIR~c";"BAPPIR"
"𒛚";"BAPPIR~d";"x126DA";"BAPPIR~d";"@@@";"BAPPIR~d";"BAPPIR"
"𒛛";"BAPPIR~e";"x126DB";"BAPPIR~e";"@@@";"BAPPIR~e";"BAPPIR"
"𒛜";"BAPPIR~f";"x126DC";"BAPPIR~f";"@@@";"BAPPIR~f";"BAPPIR"
"𒛝";"BAR";"x126DD";"BAR";"@@@";"BAR";"BAR"
"𒛞";"BARA₂~a";"x126DE";"BARA2~a";"@@@";"BARA₂~a";"BARA₂"
"𒛟";"BARA₂~b";"x126DF";"BARA2~b";"@@@";"BARA₂~b";"BARA₂"
"𒛠";"BARA₃";"x126E0";"BARA3";"@@@";"BARA₃";"BARA₃"
"𒛡";"BIR~a";"x126E1";"BIR~a";"@@@";"BIR~a";"BIR"
"𒛢";"BIR~b";"x126E2";"BIR~b";"@@@";"BIR~b";"BIR"
"𒛣";"BIR~c";"x126E3";"BIR~c";"@@@";"BIR~c";"BIR"
"𒛤";"BIR₃~a";"x126E4";"BIR3~a";"@@@";"BIR₃~a";"BIR₃"
"𒛥";"BIR₃~b";"x126E5";"BIR3~b";"@@@";"BIR₃~b";"BIR₃"
"𒛦";"BIR₃~c";"x126E6";"BIR3~c";"@@@";"BIR₃~c";"BIR₃"
"𒛧";"BU~a";"x126E7";"BU~a";"@@@";"BU~a";"BU"
"𒛨";"|BU~a+DU₆~a|";"x126E8";"|BU~a+DU6~a|";"@@@";"|BU~a+DU₆~a|";"|BU+DU₆|"
"𒛩";"|BU~a+KI|";"x126E9";"|BU~a+KI|";"@@@";"|BU~a+KI|";"|BU+KI|"
"𒛪";"|BU~a×A|";"x126EA";"|BU~a×A|";"@@@";"|BU~a×A|";"|BU×A|"
"𒛫";"|(BU~a&BU~a).NA₂~a|";"x126EB";"|(BU~a&BU~a).NA2~a|";"@@@";"|(BU~a&BU~a).NA₂~a|";"|(BU&BU).NA₂|"
"𒛬";"|(BU~a%BU~a).NA₂~a@n|";"x126EC";"|(BU~a%BU~a).NA2~a@n|";"@@@";"|(BU~a%BU~a).NA₂~a@n|";"|(BU%BU).NA₂|"
"𒛭";"BU~b";"x126ED";"BU~b";"@@@";"BU~b";"BU"
"𒛮";"BU₃";"x126EE";"BU3";"@@@";"BU₃";"BU₃"
"𒛯";"BULUG";"x126EF";"BULUG";"@@@";"BULUG";"BULUG"
"𒛰";"BULUG₃";"x126F0";"BULUG3";"@@@";"BULUG₃";"BULUG₃"
"𒛱";"BUR~a";"x126F1";"BUR~a";"@@@";"BUR~a";"BUR"
"𒛲";"BUR~b";"x126F2";"BUR~b";"@@@";"BUR~b";"BUR"
"𒛳";"BUR~c";"x126F3";"BUR~c";"@@@";"BUR~c";"BUR"
"𒛴";"BUR~d";"x126F4";"BUR~d";"@@@";"BUR~d";"BUR"
"𒛵";"BUR₂";"x126F5";"BUR2";"@@@";"BUR₂";"BUR₂"
"𒛶";"DA~a";"x126F6";"DA~a";"@@@";"DA~a";"DA"
"𒛷";"DA~b";"x126F7";"DA~b";"@@@";"DA~b";"DA"
"𒛸";"DA~c";"x126F8";"DA~c";"@@@";"DA~c";"DA"
"𒛹";"DA~d";"x126F9";"DA~d";"@@@";"DA~d";"DA"
"𒛺";"DAH";"x126FA";"DAH";"@@@";"DAH";"DAH"
"𒛻";"DAM";"x126FB";"DAM";"@@@";"DAM";"DAM"
"𒛼";"DANNA";"x126FC";"DANNA";"@@@";"DANNA";"DANNA"
"𒛽";"DAR~a";"x126FD";"DAR~a";"@@@";"DAR~a";"DAR"
"𒛾";"|DAR~a×A|";"x126FE";"|DAR~a×A|";"@@@";"|DAR~a×A|";"|DAR×A|"
"𒛿";"DAR~b";"x126FF";"DAR~b";"@@@";"DAR~b";"DAR"
"𒜀";"DAR~c";"x12700";"DAR~c";"@@@";"DAR~c";"DAR"
"𒜁";"DARA₃~a";"x12701";"DARA3~a";"@@@";"DARA₃~a";"DARA₃"
"𒜂";"DARA₃~b";"x12702";"DARA3~b";"@@@";"DARA₃~b";"DARA₃"
"𒜃";"DARA₃~c";"x12703";"DARA3~c";"@@@";"DARA₃~c";"DARA₃"
"𒜄";"|DARA₃~c×KAR₂|";"x12704";"|DARA3~c×KAR2|";"@@@";"|DARA₃~c×KAR₂|";"|DARA₃×KAR₂|"
"𒜅";"|DARA₃~c×(KAR₂.ŠE~a)|";"x12705";"|DARA3~c×(KAR2.ŠE~a)|";"@@@";"|DARA₃~c×(KAR₂.ŠE~a)|";"|DARA₃×(KAR₂.ŠE)|"
"𒜆";"DARA₃~d";"x12706";"DARA3~d";"@@@";"DARA₃~d";"DARA₃"
"𒜇";"|DARA₃~d×(KAR₂.ŠE~a)|";"x12707";"|DARA3~d×(KAR2.ŠE~a)|";"@@@";"|DARA₃~d×(KAR₂.ŠE~a)|";"|DARA₃×(KAR₂.ŠE)|"
"𒜈";"|DARA₃~d×KAR₂~b|";"x12708";"|DARA3~d×KAR2~b|";"@@@";"|DARA₃~d×KAR₂~b|";"|DARA₃×KAR₂|"
"𒜉";"DARA₄~a1";"x12709";"DARA4~a1";"@@@";"DARA₄~a1";"DARA₄"
"𒜊";"DARA₄~a2";"x1270A";"DARA4~a2";"@@@";"DARA₄~a2";"DARA₄"
"𒜋";"DARA₄~a3";"x1270B";"DARA4~a3";"@@@";"DARA₄~a3";"DARA₄"
"𒜌";"DARA₄~b";"x1270C";"DARA4~b";"@@@";"DARA₄~b";"DARA₄"
"𒜍";"DARA₄~c";"x1270D";"DARA4~c";"@@@";"DARA₄~c";"DARA₄"
"𒜎";"DARA₄~c1";"x1270E";"DARA4~c1";"@@@";"DARA₄~c1";"DARA₄"
"𒜏";"DARA₄~c2";"x1270F";"DARA4~c2";"@@@";"DARA₄~c2";"DARA₄"
"𒜐";"DARA₄~c3";"x12710";"DARA4~c3";"@@@";"DARA₄~c3";"DARA₄"
"𒜑";"DARA₄~c4";"x12711";"DARA4~c4";"@@@";"DARA₄~c4";"DARA₄"
"𒜒";"DARA₄~c5";"x12712";"DARA4~c5";"@@@";"DARA₄~c5";"DARA₄"
"𒜓";"DARA₄~d";"x12713";"DARA4~d";"@@@";"DARA₄~d";"DARA₄"
"𒜔";"DI";"x12714";"DI";"@@@";"DI";"DI"
"𒜕";"DI@t";"x12715";"DI@t";"@@@";"DI@t";"DI"
"𒜖";"DIB";"x12716";"DIB";"@@@";"DIB";"DIB"
"𒜗";"DILMUN";"x12717";"DILMUN";"@@@";"DILMUN";"DILMUN"
"𒜘";"DIM~a";"x12718";"DIM~a";"@@@";"DIM~a";"DIM"
"𒜙";"DIM~b";"x12719";"DIM~b";"@@@";"DIM~b";"DIM"
"𒜚";"DIM~c";"x1271A";"DIM~c";"@@@";"DIM~c";"DIM"
"𒜛";"DIN";"x1271B";"DIN";"@@@";"DIN";"DIN"
"𒜜";"|DIN×1(N58)|";"x1271C";"|DIN×1(N58)|";"@@@";"|DIN×1(N58)|";"|DIN×1(N58)|"
"𒜝";"DIN@t";"x1271D";"DIN@t";"@@@";"DIN@t";"DIN"
"𒜞";"DU";"x1271E";"DU";"@@@";"DU";"DU"
"𒜟";"|DU×1(N58@t)|";"x1271F";"|DU×1(N58@t)|";"@@@";"|DU×1(N58@t)|";"|DU×1(N58)|"
"𒜠";"DU@g";"x12720";"DU@g";"@@@";"DU@g";"DU"
"𒜡";"DU₆~a";"x12721";"DU6~a";"@@@";"DU₆~a";"DU₆"
"𒜢";"|DU₆~a×1(N58)|";"x12722";"|DU6~a×1(N58)|";"@@@";"|DU₆~a×1(N58)|";"|DU₆×1(N58)|"
"𒜣";"DU₆~b";"x12723";"DU6~b";"@@@";"DU₆~b";"DU₆"
"𒜤";"DU₆~c";"x12724";"DU6~c";"@@@";"DU₆~c";"DU₆"
"𒜥";"DU₇";"x12725";"DU7";"@@@";"DU₇";"DU₇"
"𒜦";"DU₈~a";"x12726";"DU8~a";"@@@";"DU₈~a";"DU₈"
"𒜧";"DU₈~b";"x12727";"DU8~b";"@@@";"DU₈~b";"DU₈"
"𒜨";"DU₈~c";"x12728";"DU8~c";"@@@";"DU₈~c";"DU₈"
"𒜩";"|DU₈~c×AB₂|";"x12729";"|DU8~c×AB2|";"@@@";"|DU₈~c×AB₂|";"|DU₈×AB₂|"
"𒜪";"|DU₈~c×AMAR|";"x1272A";"|DU8~c×AMAR|";"@@@";"|DU₈~c×AMAR|";"|DU₈×AMAR|"
"𒜫";"|DU₈~c×HI|";"x1272B";"|DU8~c×HI|";"@@@";"|DU₈~c×HI|";"|DU₈×HI|"
"𒜬";"|DU₈~c×UDU~a|";"x1272C";"|DU8~c×UDU~a|";"@@@";"|DU₈~c×UDU~a|";"|DU₈×UDU|"
"𒜭";"DU₈~c@g";"x1272D";"DU8~c@g";"@@@";"DU₈~c@g";"DU₈"
"𒜮";"DUB~a";"x1272E";"DUB~a";"@@@";"DUB~a";"DUB"
"𒜯";"DUB~b";"x1272F";"DUB~b";"@@@";"DUB~b";"DUB"
"𒜰";"DUB~c";"x12730";"DUB~c";"@@@";"DUB~c";"DUB"
"𒜱";"DUB~d";"x12731";"DUB~d";"@@@";"DUB~d";"DUB"
"𒜲";"DUB~e";"x12732";"DUB~e";"@@@";"DUB~e";"DUB"
"𒜳";"DUB~f";"x12733";"DUB~f";"@@@";"DUB~f";"DUB"
"𒜴";"DUB~h";"x12734";"DUB~h";"@@@";"DUB~h";"DUB"
"𒜵";"|(DUB@n~a×1(N58))~a|";"x12735";"|(DUB@n~a×1(N58))~a|";"@@@";"|(DUB@n~a×1(N58))~a|";"|(DUB×1(N58))|"
"𒜶";"|(DUB@n~a×1(N58))~b|";"x12736";"|(DUB@n~a×1(N58))~b|";"@@@";"|(DUB@n~a×1(N58))~b|";"|(DUB×1(N58))|"
"𒜷";"|DUB@n~b×1(N58)~a|";"x12737";"|DUB@n~b×1(N58)~a|";"@@@";"|DUB@n~b×1(N58)~a|";"|DUB×1(N58)|"
"𒜸";"DUB₂";"x12738";"DUB2";"@@@";"DUB₂";"DUB₂"
"𒜹";"DUG~a";"x12739";"DUG~a";"@@@";"DUG~a";"DUG"
"𒜺";"|DUG~a×KU₆~a|";"x1273A";"|DUG~a×KU6~a|";"@@@";"|DUG~a×KU₆~a|";"|DUG×KU₆|"
"𒜻";"|DUG~a×NAGA~a|";"x1273B";"|DUG~a×NAGA~a|";"@@@";"|DUG~a×NAGA~a|";"|DUG×NAGA|"
"𒜼";"|DUG~a×U₂~a|";"x1273C";"|DUG~a×U2~a|";"@@@";"|DUG~a×U₂~a|";"|DUG×U₂|"
"𒜽";"|DUG~a×U₂~b|";"x1273D";"|DUG~a×U2~b|";"@@@";"|DUG~a×U₂~b|";"|DUG×U₂|"
"𒜾";"|DUG~a×1(N57)|";"x1273E";"|DUG~a×1(N57)|";"@@@";"|DUG~a×1(N57)|";"|DUG×1(N57)|"
"𒜿";"DUG~b";"x1273F";"DUG~b";"@@@";"DUG~b";"DUG"
"𒝀";"|DUG~b×AB₂|";"x12740";"|DUG~b×AB2|";"@@@";"|DUG~b×AB₂|";"|DUG×AB₂|"
"𒝁";"|DUG~b×ANŠE~b|";"x12741";"|DUG~b×ANŠE~b|";"@@@";"|DUG~b×ANŠE~b|";"|DUG×ANŠE|"
"𒝂";"|DUG~b×ANŠE~d|";"x12742";"|DUG~b×ANŠE~d|";"@@@";"|DUG~b×ANŠE~d|";"|DUG×ANŠE|"
"𒝃";"|DUG~b×BALA~a|";"x12743";"|DUG~b×BALA~a|";"@@@";"|DUG~b×BALA~a|";"|DUG×BALA|"
"𒝄";"|DUG~b×BIR₃~c|";"x12744";"|DUG~b×BIR3~c|";"@@@";"|DUG~b×BIR₃~c|";"|DUG×BIR₃|"
"𒝅";"|DUG~b×DIN|";"x12745";"|DUG~b×DIN|";"@@@";"|DUG~b×DIN|";"|DUG×DIN|"
"𒝆";"|(DUG~b×DIN)@r|";"x12746";"|(DUG~b×DIN)@r|";"@@@";"|(DUG~b×DIN)@r|";"|(DUG×DIN)|"
"𒝇";"|DUG~b×GA~a|";"x12747";"|DUG~b×GA~a|";"@@@";"|DUG~b×GA~a|";"|DUG×GA|"
"𒝈";"|DUG~b×GA~b|";"x12748";"|DUG~b×GA~b|";"@@@";"|DUG~b×GA~b|";"|DUG×GA|"
"𒝉";"|DUG~b×GEŠTU~a|";"x12749";"|DUG~b×GEŠTU~a|";"@@@";"|DUG~b×GEŠTU~a|";"|DUG×GEŠTU|"
"𒝊";"|DUG~b×GEŠTU~b|";"x1274A";"|DUG~b×GEŠTU~b|";"@@@";"|DUG~b×GEŠTU~b|";"|DUG×GEŠTU|"
"𒝋";"|DUG~b×GI₆|";"x1274B";"|DUG~b×GI6|";"@@@";"|DUG~b×GI₆|";"|DUG×GI₆|"
"𒝌";"|DUG~b×GIŠ|";"x1274C";"|DUG~b×GIŠ|";"@@@";"|DUG~b×GIŠ|";"|DUG×GIŠ|"
"𒝍";"|DUG~b×HI|";"x1274D";"|DUG~b×HI|";"@@@";"|DUG~b×HI|";"|DUG×HI|"
"𒝎";"|DUG~b×HI@g~a|";"x1274E";"|DUG~b×HI@g~a|";"@@@";"|DUG~b×HI@g~a|";"|DUG×HI|"
"𒝏";"|DUG~b×KASKAL|";"x1274F";"|DUG~b×KASKAL|";"@@@";"|DUG~b×KASKAL|";"|DUG×KASKAL|"
"𒝐";"|DUG~b×KU₆~a|";"x12750";"|DUG~b×KU6~a|";"@@@";"|DUG~b×KU₆~a|";"|DUG×KU₆|"
"𒝑";"|DUG~b×KUR~a|";"x12751";"|DUG~b×KUR~a|";"@@@";"|DUG~b×KUR~a|";"|DUG×KUR|"
"𒝒";"|DUG~b×KUR~b|";"x12752";"|DUG~b×KUR~b|";"@@@";"|DUG~b×KUR~b|";"|DUG×KUR|"
"𒝓";"|DUG~b×KUR@g~a|";"x12753";"|DUG~b×KUR@g~a|";"@@@";"|DUG~b×KUR@g~a|";"|DUG×KUR|"
"𒝔";"|DUG~b×LAM~a|";"x12754";"|DUG~b×LAM~a|";"@@@";"|DUG~b×LAM~a|";"|DUG×LAM|"
"𒝕";"|DUG~b×MAŠ|";"x12755";"|DUG~b×MAŠ|";"@@@";"|DUG~b×MAŠ|";"|DUG×MAŠ|"
"𒝖";"|DUG~b×NAGA~a|";"x12756";"|DUG~b×NAGA~a|";"@@@";"|DUG~b×NAGA~a|";"|DUG×NAGA|"
"𒝗";"|DUG~b×NAM₂|";"x12757";"|DUG~b×NAM2|";"@@@";"|DUG~b×NAM₂|";"|DUG×NAM₂|"
"𒝘";"|DUG~b×SA~a|";"x12758";"|DUG~b×SA~a|";"@@@";"|DUG~b×SA~a|";"|DUG×SA|"
"𒝙";"|DUG~b×(SA~a.GI)|";"x12759";"|DUG~b×(SA~a.GI)|";"@@@";"|DUG~b×(SA~a.GI)|";"|DUG×(SA.GI)|"
"𒝚";"|DUG~b×SI₄~a|";"x1275A";"|DUG~b×SI4~a|";"@@@";"|DUG~b×SI₄~a|";"|DUG×SI₄|"
"𒝛";"|DUG~b×SIG₂~a1|";"x1275B";"|DUG~b×SIG2~a1|";"@@@";"|DUG~b×SIG₂~a1|";"|DUG×SIG₂|"
"𒝜";"|DUG~b×SIG₂~a2|";"x1275C";"|DUG~b×SIG2~a2|";"@@@";"|DUG~b×SIG₂~a2|";"|DUG×SIG₂|"
"𒝝";"|DUG~b×SIG₇|";"x1275D";"|DUG~b×SIG7|";"@@@";"|DUG~b×SIG₇|";"|DUG×SIG₇|"
"𒝞";"|DUG~b×SUHUR|";"x1275E";"|DUG~b×SUHUR|";"@@@";"|DUG~b×SUHUR|";"|DUG×SUHUR|"
